"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","1997","1997",156.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","1998","1998",156.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","1999","1999",157.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2000","2000",159,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2001","2001",160.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2002","2002",154.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2003","2003",151.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2004","2004",155.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2005","2005",152.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2006","2006",162.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2007","2007",162.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2008","2008",161.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2009","2009",167.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2010","2010",174.2,"B","Break"
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2011","2011",173.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2012","2012",172.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2013","2013",171.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2014","2014",162.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2015","2015",163.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2016","2016",162.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2017","2017",165.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2018","2018",166.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","AUT","Austria","2019","2019",164.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2000","2000",161.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2001","2001",164.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2002","2002",165.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2003","2003",162.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2004","2004",160.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2005","2005",163.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2006","2006",163.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2007","2007",165.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2008","2008",162.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2009","2009",159.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2010","2010",161.3,"B","Break"
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2011","2011",167.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2012","2012",161.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2013","2013",162.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2014","2014",161.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2015","2015",166.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2016","2016",165.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2017","2017",166.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2018","2018",163.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","BEL","Belgium","2019","2019",173.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1990","1990",127.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1991","1991",130.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1992","1992",132.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1993","1993",131.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1994","1994",133,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1995","1995",135.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1996","1996",136.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1997","1997",142.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1998","1998",148.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","1999","1999",146.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2000","2000",147.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2001","2001",145.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2002","2002",142.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2003","2003",148.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2004","2004",147.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2005","2005",144.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2006","2006",143.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2007","2007",144.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2008","2008",145.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2009","2009",145.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2010","2010",144.8,"B","Break"
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2011","2011",150.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2012","2012",141.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2013","2013",142.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2014","2014",157.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2015","2015",158.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2016","2016",157.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2017","2017",157.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2018","2018",159.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CAN","Canada","2019","2019",156,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","1993","1993",115.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","1994","1994",102.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","1995","1995",107.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","1996","1996",111.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","1997","1997",110.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","1998","1998",116.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","1999","1999",114,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2000","2000",111.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2001","2001",114.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2002","2002",115.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2003","2003",120.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2004","2004",116.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2005","2005",128.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2006","2006",137.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2007","2007",134.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2008","2008",137.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2009","2009",136.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2010","2010",137.7,"B","Break"
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2011","2011",133.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2012","2012",137,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2013","2013",137.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2014","2014",128.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2015","2015",125,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2016","2016",137.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2017","2017",140.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2018","2018",146,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2019","2019",147.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1990","1990",130,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1991","1991",129.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1992","1992",141,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1993","1993",137,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1994","1994",134.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1995","1995",140.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1996","1996",133.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1997","1997",128.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1998","1998",134.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","1999","1999",131.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2000","2000",134,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2001","2001",135.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2002","2002",130.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2003","2003",130.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2004","2004",133.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2005","2005",137.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2006","2006",130.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2007","2007",130.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2008","2008",127.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2009","2009",131.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2010","2010",126.8,"B","Break"
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2011","2011",129.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2012","2012",129.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2013","2013",131.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2014","2014",131.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2015","2015",131.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2016","2016",133.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2017","2017",133.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2018","2018",136.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DNK","Denmark","2019","2019",136.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1990","1990",124,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1991","1991",124.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1992","1992",129.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1993","1993",125.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1994","1994",121.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1995","1995",127.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1996","1996",124.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1997","1997",130,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1998","1998",133.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","1999","1999",128.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2000","2000",122.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2001","2001",126.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2002","2002",127.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2003","2003",126,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2004","2004",126.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2005","2005",127.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2006","2006",129.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2007","2007",131.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2008","2008",131.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2009","2009",131.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2010","2010",133.3,"B","Break"
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2011","2011",137.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2012","2012",141.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2013","2013",141.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2014","2014",142.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2015","2015",140.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2016","2016",140.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2017","2017",139.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2018","2018",140.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FIN","Finland","2019","2019",135,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1990","1990",161,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1991","1991",163.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1992","1992",164.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1993","1993",163.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1994","1994",163.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1995","1995",164.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1996","1996",162.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1997","1997",166,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1998","1998",167.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","1999","1999",168.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2000","2000",169.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2001","2001",171.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2002","2002",171.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2003","2003",168.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2004","2004",161.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2005","2005",162.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2006","2006",162.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2007","2007",160.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2008","2008",167.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2009","2009",165.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2010","2010",162.7,"B","Break"
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2011","2011",160.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2012","2012",156.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2013","2013",158.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2014","2014",149.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2015","2015",148.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2016","2016",149.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2017","2017",149.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2018","2018",149.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","FRA","France","2019","2019",151.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1990","1990",140.5,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1991","1991",141,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1992","1992",146.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1993","1993",137.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1994","1994",137.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1995","1995",138.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1996","1996",144.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1997","1997",143.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1998","1998",143.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","1999","1999",140.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2000","2000",142.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2001","2001",137.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2002","2002",139,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2003","2003",139.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2004","2004",138.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2005","2005",139,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2006","2006",140.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2007","2007",146,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2008","2008",144.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2009","2009",142.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2010","2010",144.1,"B","Break"
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2011","2011",145.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2012","2012",144.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2013","2013",141.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2014","2014",142.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2015","2015",143.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2016","2016",145.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2017","2017",146.2,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2018","2018",151.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","DEU","Germany","2019","2019",149.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","GRC","Greece","1990","1990",138.8,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","GRC","Greece","1991","1991",141.1,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","GRC","Greece","1992","1992",146.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","GRC","Greece","1993","1993",140.3,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","GRC","Greece","1994","1994",145.6,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","GRC","Greece","1995","1995",145.7,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","GRC","Greece","1996","1996",145.4,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","GRC","Greece","1997","1997",146.9,,
"FOODTFAT","Total fat supply","PROPERQT","Grams per capita per day","GRC","Greece","1998","1998",147.7,,
